,listing_id,counts
5903,16398747,37
13560,28674175,37
14256,29831396,37
11803,24947758,36
8531,20925091,36
5117,15223962,36
7456,19023326,36
9618,22004294,36
3507,10820490,36
12407,26318152,36
1629,5664121,36
11934,25235693,36
14609,30261057,36
3772,11592002,36
5445,15845026,36
13967,29378102,36
8250,20524306,36
12716,27090188,36
15030,30811428,36
4166,12834634,36
11719,24790497,36
6834,17929135,36
4347,13256124,36
9137,21584330,36
12305,26113385,36
985,3878603,36
6842,17945274,36
14195,29707660,36
14943,30718305,36
8383,20733726,36
12078,25523990,36
5078,15136111,36
10842,23437286,36
16955,33500249,36
8496,20879730,36
724,2579028,36
13963,29369610,36
8989,21451583,36
5262,15526737,36
487,1910020,36
5396,15757249,36
10685,23211918,36
4052,12472203,36
7183,18572673,36
699,2520715,36
10208,22539207,36
15296,31153018,36
338,1273768,36
11145,23846632,36
11132,23831756,36
7012,18262615,36
17262,33971957,36
13673,28877338,36
11969,25297311,36
12899,27444432,36
11586,24629955,36
2460,8391641,36
12280,26084493,36
12391,26304409,36
1615,5619274,36
12383,26283025,36
12379,26278772,36
9832,22199546,36
11828,24996189,36
4132,12741212,36
12894,27442590,36
13453,28507306,36
1593,5579535,36
11333,24143802,36
8808,21255894,36
8525,20918607,36
7864,19769076,36
17320,34094451,36
13597,28762196,36
572,2142619,36
6669,17659457,36
12518,26571171,36
18433,36156049,36
10432,22837210,36
5978,16483654,36
3415,10550506,36
12187,25820900,36
5628,16102146,36
8952,21419929,36
15713,31776243,36
9259,21702529,36
9972,22315907,36
3609,11107368,36
7750,19600618,36
11646,24706330,36
7337,18828017,36
12185,25816720,36
7954,19969687,36
4961,14885742,36
8596,20999255,36
2900,9521295,36
567,2132068,36
12543,26644610,36
5962,16466755,36
3680,11344855,36
5562,16018594,35
18067,35502137,35
6182,16770152,35
12413,26338488,35
10760,23311415,35
8908,21383243,35
6487,17318555,35
11643,24704112,35
2237,7670054,35
6363,17034825,35
7666,19437914,35
14369,29976728,35
11851,25055746,35
1511,5409811,35
10281,22623122,35
12752,27166747,35
851,3232940,35
11254,23999813,35
1846,6355537,35
13971,29383262,35
14097,29570646,35
8311,20618812,35
8439,20793264,35
4222,12937407,35
1022,4069702,35
15430,31342667,35
6634,17577467,35
12930,27512473,35
17609,34639948,35
10265,22607085,35
13460,28525217,35
9291,21731821,35
1594,5581488,35
1016,4061247,35
11992,25355464,35
1995,6801302,35
7472,19055100,35
13913,29295755,35
10591,23094577,35
4469,13535167,35
9917,22293617,35
8082,20172627,35
16649,33021666,35
4036,12389431,35
2216,7623496,35
12819,27300104,35
10181,22509810,35
8813,21258053,35
5638,16114170,35
8402,20756174,35
846,3201561,35
6881,18010165,35
2332,7979316,35
11415,24308164,35
7557,19203574,35
8310,20616019,35
11495,24477588,35
9493,21913755,35
3113,9890497,35
10433,22837974,35
6889,18026070,35
9261,21703626,35
11935,25236829,35
9497,21916383,35
2394,8214203,35
16668,33047130,35
7983,20000861,35
11542,24545336,35
11359,24193623,35
15933,32115550,35
15712,31775898,35
8865,21331633,35
11749,24863226,35
1887,6453511,35
15519,31476884,35
14674,30332751,35
5657,16147057,35
3923,12057458,35
9656,22039068,35
14340,29949466,35
7925,19899533,35
6858,17980454,35
15006,30795816,35
9357,21804658,35
11469,24419002,35
14730,30411482,35
11295,24103910,35
14118,29598196,35
3866,11875492,35
8532,20926151,35
9400,21840809,35
368,1412320,35
7999,20018105,35
13924,29316592,35
13155,27966769,35
12622,26845565,35
6379,17078340,35
12140,25702293,35
6008,16509678,35
10549,23029507,35
13709,28939797,35
557,2109077,35
9529,21939374,35
13822,29132920,35
7289,18737166,35
4929,14795254,35
14901,30613419,35
13369,28371580,35
11102,23794613,35
2487,8452685,35
3478,10736270,35
15351,31239705,35
7106,18432934,35
7831,19736873,35
10636,23149301,35
13395,28416225,35
6792,17867826,34
14090,29555119,34
1169,4519807,34
128,519819,34
5220,15440553,34
8188,20411734,34
6652,17611541,34
308,1156949,34
14727,30407260,34
11057,23734833,34
5401,15761061,34
11061,23737228,34
10062,22388627,34
10434,22841285,34
13078,27808970,34
11084,23775561,34
13330,28290284,34
9930,22296395,34
10859,23458816,34
3964,12173779,34
15966,32172453,34
12946,27534295,34
15120,30941009,34
7920,19892863,34
1288,4824664,34
8831,21286164,34
15920,32096731,34
10249,22601558,34
13076,27795299,34
4020,12347299,34
14263,29844648,34
10566,23049136,34
12927,27511947,34
1091,4271078,34
8142,20290068,34
5379,15733405,34
7842,19743991,34
11867,25084406,34
13011,27643703,34
11544,24548874,34
3300,10271874,34
1675,5787409,34
3831,11778972,34
7270,18695121,34
7510,19104195,34
5079,15137027,34
5665,16151397,34
7077,18375852,34
9646,22034110,34
6765,17813551,34
5468,15876660,34
11383,24235787,34
6764,17812323,34
1328,4923941,34
17103,33698927,34
11479,24434934,34
8948,21416782,34
5878,16371797,34
6544,17447288,34
5561,16018277,34
5127,15240077,34
1917,6559660,34
13786,29068015,34
1927,6613742,34
7066,18350904,34
14164,29658470,34
15747,31841846,34
195,817054,34
16475,32775063,34
14830,30514091,34
12124,25662604,34
14749,30430110,34
8963,21432503,34
3253,10177510,34
6055,16589845,34
3208,10096341,34
13179,28017772,34
12661,26928415,34
14335,29946369,34
10926,23567995,34
9215,21651378,34
13825,29134810,34
13171,27994933,34
10336,22705989,34
15700,31764284,34
7274,18714776,34
7313,18782610,34
1061,4192167,34
11442,24357606,34
1315,4882238,34
12868,27410200,34
13377,28390203,34
3065,9826369,34
9531,21940167,34
16569,32924441,34
17159,33793220,34
11680,24738739,34
7210,18616944,34
5182,15367019,34
210,862035,34
11458,24398380,34
10991,23650018,34
11200,23926727,34
9734,22108380,34
16324,32643282,34
6758,17798175,34
5648,16134753,34
6958,18149198,34
12788,27239037,34
9993,22330278,34
11848,25054379,34
8704,21114909,34
5982,16491110,34
10489,22929395,34
5138,15258882,34
16968,33508368,34
11810,24950438,34
8363,20698343,34
11329,24142212,33
15919,32096525,33
14758,30444767,33
11474,24431012,33
6414,17156826,33
16697,33102909,33
10784,23344807,33
6734,17769903,33
11066,23751191,33
9393,21838657,33
6690,17686445,33
2457,8377638,33
5920,16411506,33
16735,33147837,33
519,1995746,33
148,609602,33
14223,29767717,33
2742,9097935,33
7314,18783046,33
5795,16276895,33
7174,18570068,33
2682,8945632,33
10537,23007092,33
7386,18902669,33
14268,29859997,33
10346,22720833,33
7011,18262363,33
11265,24020925,33
11268,24022900,33
9405,21842138,33
16305,32619103,33
6974,18182384,33
14555,30194513,33
16047,32300081,33
6692,17687659,33
6494,17334276,33
6665,17655789,33
6108,16675574,33
5977,16482652,33
1566,5524016,33
11768,24898012,33
802,3006101,33
6102,16664895,33
11482,24437795,33
5690,16180311,33
11285,24075860,33
5346,15667045,33
10449,22865696,33
12059,25491885,33
4279,13103304,33
4479,13558213,33
8847,21300841,33
1010,4042096,33
4965,14891618,33
1012,4048243,33
1013,4049460,33
7636,19366709,33
14845,30537420,33
1396,5079735,33
8355,20685317,33
9296,21739724,33
4353,13267756,33
11985,25328996,33
9190,21627660,33
12601,26790092,33
9660,22049013,33
7976,19989508,33
1998,6814543,33
11975,25299761,33
7948,19953989,33
13581,28730273,33
15054,30833613,33
12805,27267479,33
1269,4778965,33
13079,27809269,33
3856,11868224,33
12074,25521871,33
3174,10026095,33
13152,27960586,33
12983,27590860,33
14040,29489982,33
12042,25468384,33
9781,22167059,33
9794,22177500,33
1644,5696129,33
4059,12479630,33
13219,28086773,33
15672,31716854,33
13223,28091267,33
13232,28111348,33
1358,4987688,33
12146,25746981,33
4474,13549221,33
5091,15169483,33
3405,10528061,33
12435,26378954,33
11948,25249618,33
14789,30481044,33
1111,4319874,33
3063,9816555,33
12455,26424208,33
7897,19827706,33
15422,31325205,33
12485,26481841,33
12444,26397229,33
5306,15596606,33
13407,28424133,33
4534,13684434,33
12517,26567729,33
12361,26242384,33
5549,15989622,32
10032,22358112,32
4809,14360476,32
10111,22437474,32
12960,27551300,32
6348,17026537,32
3996,12256113,32
5715,16207645,32
7710,19518167,32
12288,26092961,32
12289,26094007,32
2578,8691842,32
5012,14996013,32
8131,20276328,32
13944,29343190,32
17610,34651304,32
14680,30351614,32
8161,20347835,32
15348,31238333,32
11554,24563667,32
660,2406567,32
15169,31001551,32
4755,14258950,32
3184,10048160,32
5761,16243328,32
11045,23730877,32
10569,23050427,32
5075,15133958,32
9147,21597294,32
5042,15047238,32
5070,15116974,32
8454,20807455,32
16911,33416712,32
15,70004,32
82,381690,32
5785,16273218,32
6376,17050749,32
10379,22756298,32
1482,5310202,32
1107,4318008,32
11594,24638767,32
4112,12675013,32
6114,16679699,32
1929,6616086,32
13974,29393300,32
11303,24107831,32
12474,26456048,32
7449,19001762,32
4357,13283549,32
12633,26881965,32
7298,18757673,32
33,157427,32
12491,26485015,32
294,1080758,32
15442,31362225,32
13871,29222487,32
11393,24265382,32
5984,16491179,32
4887,14659070,32
7324,18809331,32
12553,26674153,32
8938,21412210,32
10465,22888836,32
8500,20887753,32
9412,21849425,32
6488,17321041,32
13762,29018340,32
12150,25765163,32
12821,27313301,32
11624,24679388,32
4169,12837508,32
4651,13963625,32
11219,23949569,32
11230,23970047,32
15363,31245763,32
459,1803441,32
10106,22426401,32
8060,20141431,32
1915,6558107,32
9258,21701928,32
8058,20141012,32
11246,23997745,32
9217,21654371,32
14961,30724574,32
9382,21830914,32
12932,27515401,32
5740,16223190,32
5415,15778611,32
13616,28790224,32
10680,23208477,32
9064,21516657,32
9459,21884404,32
13405,28423452,32
6635,17579695,32
9492,21913522,32
13212,28081432,32
3391,10501422,32
15164,30999746,32
893,3435150,32
578,2150936,32
7072,18363445,32
2293,7865143,32
9708,22086313,32
11877,25111212,32
6714,17726852,32
15040,30825429,32
7620,19341720,32
9469,21887562,32
630,2320781,32
6760,17799305,32
10190,22517528,32
2776,9203051,32
13318,28267377,32
9489,21910576,32
13603,28766192,32
9063,21516083,32
10990,23644317,32
13242,28119858,32
15633,31647691,32
2743,9098071,32
14657,30309893,32
11819,24969313,32
12602,26791660,31
2066,7073825,31
8641,21050627,31
16227,32532948,31
4900,14714724,31
15067,30871564,31
6750,17791658,31
4275,13089435,31
2169,7420426,31
1182,4560022,31
8057,20140291,31
174,692656,31
404,1610095,31
11866,25082919,31
5095,15172334,31
6797,17879477,31
1446,5213525,31
12664,26929701,31
17053,33648592,31
3242,10138690,31
10477,22911766,31
4323,13194882,31
1855,6369910,31
4296,13141129,31
2324,7957794,31
8480,20864094,31
15737,31831166,31
3346,10389449,31
15446,31364700,31
14712,30388799,31
10747,23284337,31
1661,5765538,31
6896,18037830,31
16940,33477835,31
13514,28597848,31
7816,19704526,31
8417,20772182,31
10231,22573537,31
8523,20917661,31
14868,30549415,31
6932,18112926,31
1086,4264650,31
4756,14259835,31
5749,16233156,31
1632,5673806,31
3357,10411420,31
6803,17887185,31
4834,14475990,31
13374,28379361,31
4453,13496871,31
833,3148053,31
5959,16459013,31
11972,25298445,31
15723,31809098,31
5363,15708017,31
12513,26546910,31
13396,28417437,31
14100,29574750,31
3099,9872292,31
4560,13754476,31
1142,4431370,31
1627,5661754,31
11459,24399069,31
4838,14489505,31
14239,29789462,31
6985,18203034,31
2598,8724708,31
6525,17406104,31
16379,32670766,31
2179,7460105,31
380,1483791,31
1646,5709371,31
14536,30169187,31
9706,22086225,31
66,284210,31
3674,11327347,31
8283,20577950,31
6343,17017851,31
9787,22169528,31
10113,22439608,31
4994,14967042,31
13040,27717973,31
1721,5946293,31
15504,31452587,31
10910,23545981,31
1642,5688428,31
694,2497924,31
4029,12372051,31
5492,15920852,31
5021,15009737,31
7178,18570743,31
7658,19415890,31
13735,28977909,31
6425,17178153,31
14677,30337171,31
14478,30109896,31
6221,16842794,31
3968,12190592,31
17380,34230251,31
3620,11147589,31
14439,30067915,31
5509,15942337,31
3851,11851358,31
1508,5406040,31
17332,34101234,31
8581,20984639,31
7484,19072672,31
10131,22456852,31
9735,22108390,31
16354,32648893,31
7216,18619844,31
14062,29521494,31
13428,28473579,30
12982,27585198,30
1577,5540359,30
3912,12007881,30
7891,19814465,30
17329,34097509,30
14880,30569433,30
10759,23309759,30
9444,21867828,30
2362,8105788,30
2143,7331566,30
14883,30571111,30
13546,28654840,30
4578,13789179,30
11460,24399518,30
7134,18491142,30
12458,26426304,30
14498,30131136,30
14557,30196109,30
9443,21866920,30
12348,26217066,30
164,656235,30
13508,28591796,30
1537,5483061,30
8205,20428858,30
2662,8887637,30
11543,24547442,30
8452,20806396,30
13951,29346996,30
813,3045739,30
11536,24532690,30
8201,20426996,30
12333,26170025,30
13511,28595814,30
6928,18101970,30
1318,4893410,30
1579,5551419,30
3874,11898844,30
8605,21003270,30
12357,26239182,30
2,12936,30
3303,10282806,30
9225,21667594,30
5818,16306370,30
796,2983163,30
3307,10287100,30
8171,20371019,30
16564,32922859,30
16085,32341919,30
10967,23618307,30
7121,18465101,30
1950,6683085,30
6983,18200993,30
8382,20733136,30
12636,26883457,30
17466,34377243,30
13354,28327430,30
8721,21149144,30
1195,4601119,30
13353,28326209,30
2694,8959512,30
7047,18330935,30
10513,22976733,30
12691,27030814,30
407,1619718,30
9125,21570175,30
8093,20197298,30
14349,29952270,30
13803,29087421,30
4258,13052748,30
1217,4655440,30
8045,20125416,30
9609,22001723,30
13605,28769040,30
4143,12786220,30
1813,6276314,30
8710,21127174,30
2130,7294814,30
12806,27267581,30
3576,11002390,30
13780,29042238,30
9683,22064303,30
15984,32195897,30
3531,10886956,30
1809,6251387,30
7296,18756119,30
7141,18507476,30
10813,23381427,30
4558,13752812,30
6380,17080363,30
3105,9887060,30
3677,11336643,30
5943,16440438,30
14909,30677408,30
8327,20643257,30
13550,28665284,30
9777,22163597,30
693,2497174,30
15499,31449355,30
18216,35770071,30
13719,28946680,30
11399,24270592,30
14296,29892108,30
9911,22286362,30
9470,21888129,30
12566,26701015,30
1489,5341922,30
1268,4777736,30
6993,18233668,30
12570,26720981,30
12310,26125006,30
9906,22283283,30
6005,16507839,30
9594,21989107,30
13209,28080065,30
11358,24193336,30
13849,29186779,30
5319,15624488,30
9616,22002506,30
1786,6157075,30
11630,24683246,30
12291,26094844,30
11868,25084775,30
11826,24994672,30
12157,25783265,30
8529,20923586,30
11836,25019207,30
14235,29786893,30
10100,22423939,30
14146,29634477,30
860,3272554,30
2036,6946255,30
12043,25468933,30
4967,14900333,30
11860,25060451,30
16634,32999307,30
2652,8852884,30
4813,14381552,30
15392,31292139,30
11895,25141488,30
10349,22721346,30
5211,15426738,30
11804,24948489,30
16691,33099760,30
14057,29517908,30
10142,22470321,30
11899,25142554,30
14248,29818324,30
10056,22379927,30
11845,25040641,30
4988,14952481,30
16903,33405103,30
5248,15514629,30
12067,25504042,30
11923,25206663,30
1363,4991128,29
6416,17160580,29
14921,30694136,29
5879,16372858,29
15556,31541825,29
3,15246,29
2521,8540675,29
10442,22852394,29
13074,27787770,29
8209,20430526,29
16431,32732346,29
7628,19351230,29
13360,28346223,29
9586,21985751,29
11722,24795274,29
10968,23618605,29
15623,31628025,29
12554,26678959,29
15057,30839520,29
1048,4152627,29
2373,8136916,29
13134,27916421,29
3491,10776864,29
15015,30802041,29
12704,27059812,29
13714,28942260,29
15161,30998720,29
4586,13804661,29
102,449585,29
11266,24021346,29
11277,24044776,29
13566,28699432,29
5894,16395429,29
10594,23095688,29
10406,22800455,29
10789,23345465,29
3349,10392136,29
14077,29535778,29
5620,16091451,29
7990,20003256,29
5660,16149634,29
3841,11806953,29
7606,19316593,29
3434,10616480,29
10659,23186436,29
10802,23362069,29
11420,24315251,29
243,938088,29
9451,21872343,29
3108,9890134,29
2336,7990095,29
13256,28162803,29
3389,10499368,29
9545,21949991,29
13553,28668148,29
10445,22855208,29
6672,17666668,29
1561,5502993,29
13549,28662281,29
1464,5263703,29
16767,33197307,29
4547,13733423,29
7670,19439750,29
5228,15469199,29
14334,29945639,29
12490,26483947,29
7280,18723302,29
5664,16151281,29
14331,29932695,29
10808,23375967,29
3319,10317669,29
3447,10656389,29
5229,15469718,29
12902,27449801,29
5089,15162793,29
8943,21414968,29
13841,29163655,29
14641,30297567,29
3569,10996872,29
11264,24019588,29
16633,32997438,29
2685,8955095,29
5719,16209471,29
12966,27555426,29
6210,16817360,29
10183,22515343,29
16708,33120161,29
12792,27245341,29
12343,26206792,29
13210,28080183,29
8902,21376496,29
9126,21570282,29
1563,5511194,29
13025,27688980,29
4709,14146698,29
6562,17480647,29
10694,23222555,29
8068,20155884,29
15921,32096900,29
4202,12907761,29
12328,26149437,29
11695,24760330,29
534,2022600,29
15687,31750474,29
7118,18459394,29
4115,12685985,29
8649,21059884,29
14391,29998757,29
12005,25386582,29
6242,16862260,29
16050,32315388,29
12852,27374382,29
3176,10028048,29
11533,24523743,29
1295,4834273,29
12297,26109268,29
16711,33120902,29
8194,20424677,29
10268,22615022,29
9556,21954589,29
9323,21760345,29
3890,11947374,29
958,3752438,29
10116,22440478,29
6556,17465345,29
13476,28553436,29
6147,16724812,29
15268,31105512,29
6455,17254846,29
16558,32910467,29
13930,29320668,29
7597,19297702,29
13937,29327961,29
9246,21684756,29
15877,32049893,29
10746,23281032,29
12720,27100673,29
1007,4035283,29
8979,21448541,29
15682,31726065,29
7229,18638499,28
13983,29400385,28
12885,27437672,28
6615,17557230,28
1611,5610324,28
4151,12797768,28
7262,18681146,28
16066,32331983,28
11361,24195416,28
16094,32345239,28
14420,30033407,28
6148,16725651,28
11081,23773780,28
17414,34267910,28
13313,28254174,28
16394,32698945,28
10270,22615712,28
6754,17794821,28
8185,20401547,28
14017,29464614,28
11269,24022933,28
8329,20645310,28
10262,22604867,28
11022,23687069,28
9080,21530030,28
1180,4549618,28
6628,17573350,28
16118,32372245,28
11765,24895492,28
2300,7887378,28
10479,22914666,28
13052,27742684,28
11060,23737064,28
15318,31179955,28
16241,32553484,28
10619,23127989,28
11236,23981685,28
13558,28672186,28
8569,20971600,28
603,2229375,28
15674,31719368,28
8364,20699812,28
6269,16900834,28
13029,27705423,28
14143,29634087,28
14333,29935035,28
10565,23049117,28
1485,5319767,28
16433,32733277,28
16687,33086705,28
530,2012694,28
1351,4960124,28
6307,16986358,28
4920,14773375,28
4077,12549699,28
6795,17870460,28
16473,32773387,28
10258,22604383,28
8022,20057314,28
2549,8617176,28
14925,30696315,28
8341,20667395,28
14207,29718984,28
4079,12555966,28
12635,26882354,28
1971,6747677,28
10656,23175805,28
13068,27767920,28
13779,29041963,28
17344,34155010,28
4089,12597140,28
4298,13142032,28
7997,20017658,28
1373,5015129,28
16677,33073964,28
8159,20346462,28
1983,6768446,28
15653,31679586,28
581,2156314,28
1073,4221615,28
5427,15807177,28
11435,24338299,28
8936,21405021,28
1892,6458825,28
9936,22298003,28
13651,28846806,28
8286,20581356,28
6903,18059122,28
13949,29345462,28
1058,4183418,28
15655,31686718,28
12254,25997405,28
10054,22379111,28
6357,17030736,28
9648,22034262,28
4797,14343087,28
9389,21834280,28
3360,10418031,28
16323,32643105,28
312,1160839,28
16197,32483579,28
9044,21496530,28
8175,20375841,28
13117,27892840,28
5502,15934210,28
9722,22091414,28
6518,17372318,28
6913,18076964,28
14853,30542648,28
1483,5311084,28
10399,22794592,28
3368,10441608,28
8152,20329538,28
1092,4271449,28
12322,26141849,28
14770,30453943,28
565,2128253,28
3333,10360954,28
16672,33051487,28
13086,27816317,28
14704,30379467,28
6647,17597973,28
7770,19632436,28
15472,31396997,28
15475,31398982,28
6941,18125141,28
15861,32028451,28
11395,24268616,28
11596,24640961,28
3829,11764833,28
15251,31085692,28
7663,19425068,28
15016,30802179,28
12403,26315144,28
3350,10392391,28
11879,25113099,28
15261,31091281,28
10369,22741356,28
2320,7943642,28
13136,27920394,28
2088,7150673,28
11413,24302707,28
12524,26576674,28
17407,34259124,27
5040,15046004,27
9760,22138065,27
16956,33500286,27
14089,29552038,27
529,2012526,27
6660,17627196,27
9988,22328654,27
12173,25810475,27
14265,29855720,27
13791,29070437,27
8662,21069325,27
12076,25522391,27
1222,4665021,27
8465,20837190,27
13797,29082271,27
559,2116349,27
15097,30912908,27
13010,27640276,27
14165,29658568,27
14840,30524202,27
9475,21889897,27
11805,24949023,27
11046,23731210,27
8983,21449997,27
11747,24859931,27
10002,22342034,27
4210,12921759,27
9507,21926616,27
7228,18638084,27
6264,16897124,27
7146,18512239,27
12818,27299823,27
12295,26108756,27
167,662482,27
17884,35137575,27
8192,20418769,27
7717,19533524,27
2921,9578477,27
1236,4702543,27
17325,34096730,27
16287,32601693,27
6924,18095834,27
10221,22560707,27
2310,7920484,27
17326,34096788,27
3539,10909671,27
7406,18924886,27
2522,8544535,27
10624,23132553,27
16595,32962074,27
79,357740,27
11576,24609190,27
10914,23548418,27
17107,33700806,27
1960,6709503,27
2746,9103323,27
15893,32070282,27
17210,33886128,27
3522,10860562,27
14974,30750235,27
12775,27208823,27
6194,16785412,27
16757,33178867,27
2736,9078589,27
12785,27234307,27
14523,30156346,27
3005,9701962,27
10493,22943795,27
7850,19752576,27
12338,26179832,27
15840,32018654,27
9705,22086215,27
9820,22195294,27
11165,23878637,27
12237,25959992,27
1403,5098005,27
11946,25248177,27
8627,21028947,27
4768,14301076,27
14319,29919601,27
11335,24147397,27
965,3786253,27
10114,22439846,27
5927,16417890,27
11649,24709152,27
10243,22590834,27
15540,31518940,27
13067,27767800,27
7330,18818195,27
8719,21145903,27
8136,20286562,27
9091,21541404,27
5543,15977145,27
14178,29668943,27
11087,23776426,27
582,2157135,27
15370,31263229,27
12210,25893956,27
15666,31702329,27
5619,16091105,27
13255,28162366,27
6781,17849748,27
15417,31322802,27
9355,21803494,27
4421,13419192,27
11388,24253742,27
7064,18349842,27
8145,20290862,27
11382,24234569,27
136,546849,27
7623,19347755,27
9319,21758250,27
14307,29907859,27
13392,28415352,27
14435,30053516,27
5259,15526545,27
8940,21414145,27
8371,20713684,27
1713,5906335,27
13073,27784025,27
11353,24188614,27
5273,15538142,27
12616,26820375,27
16665,33045790,27
6333,17015862,27
17062,33665123,27
13254,28161648,27
12257,26011722,27
15080,30895731,27
15132,30947964,27
9687,22067575,27
10865,23471809,27
11942,25240454,27
8234,20489286,27
10043,22363870,27
1135,4424207,27
4289,13129022,27
4832,14460551,27
12701,27051766,27
5347,15667920,27
16035,32293588,27
7070,18355445,27
14187,29686015,27
199,822380,27
13451,28500915,27
288,1064503,27
8473,20847757,27
16646,33020799,27
11773,24904302,27
2644,8845389,27
2356,8055173,27
10330,22695004,27
12985,27592409,27
16755,33176325,27
2250,7734207,27
8233,20488378,27
9579,21982298,27
9690,22069590,27
17461,34367787,27
12989,27593765,27
12987,27593211,27
4118,12708512,27
133,532347,27
10605,23109908,27
15065,30862230,27
16180,32458432,27
698,2509570,26
13008,27640038,26
13293,28230802,26
5043,15047721,26
10138,22468501,26
1361,4989816,26
7652,19399598,26
15526,31496824,26
8318,20627683,26
12914,27492049,26
2691,8957994,26
222,882704,26
1671,5786073,26
16023,32275403,26
9051,21504681,26
6705,17719086,26
11755,24881134,26
9417,21852074,26
13275,28207707,26
691,2488882,26
155,633546,26
2217,7624212,26
7039,18313810,26
5072,15117218,26
5527,15955432,26
8164,20362711,26
3168,10001744,26
259,984021,26
4075,12545478,26
3979,12213471,26
7649,19393817,26
1692,5833278,26
15683,31726492,26
13922,29316278,26
5128,15241009,26
4595,13830392,26
12452,26407105,26
13961,29367697,26
3339,10370457,26
14136,29630388,26
5891,16394469,26
4557,13752471,26
4527,13674676,26
5915,16407832,26
13899,29269320,26
13544,28653411,26
12508,26539485,26
7934,19920943,26
2757,9126785,26
4496,13604654,26
4489,13582233,26
15025,30807754,26
18075,35521258,26
10149,22472448,26
12549,26671062,26
538,2029945,26
3826,11763442,26
9398,21840381,26
13197,28043109,26
2277,7809626,26
8497,20886467,26
3312,10301504,26
3759,11534461,26
5998,16500520,26
13957,29365005,26
8421,20774768,26
5734,16220866,26
16310,32625905,26
8544,20949957,26
10946,23595290,26
2482,8429503,26
2154,7377870,26
4752,14256434,26
586,2172127,26
12324,26145940,26
10005,22342969,26
7420,18954616,26
16589,32945225,26
12334,26170761,26
8492,20877524,26
10027,22349734,26
15090,30911396,26
8546,20950128,26
15858,32027764,26
1338,4937269,26
17669,34735365,26
16937,33475320,26
798,2988851,26
9991,22329246,26
6580,17499679,26
13941,29340404,26
2734,9077990,26
7619,19334912,26
598,2198704,26
8951,21419083,26
8592,20997345,26
6472,17277333,26
15059,30843112,26
3419,10555504,26
15108,30922411,26
841,3171265,26
7629,19351918,26
8679,21085126,26
12726,27116860,26
12730,27121973,26
1011,4048024,26
13325,28274096,26
14965,30740562,26
9761,22148615,26
6621,17561071,26
11774,24904306,26
5404,15762360,26
18361,36011129,26
15808,31962215,26
14161,29644081,26
11058,23735063,26
5567,16022693,26
206,849118,26
9321,21758563,26
13765,29024396,26
17131,33747132,26
11761,24894194,26
4122,12715151,26
11188,23910772,26
15587,31575050,26
13834,29141158,26
16455,32755276,26
11317,24137057,26
5610,16077047,26
4917,14763083,26
8835,21288565,26
16097,32349530,26
11781,24919539,26
15010,30800893,26
15127,30944048,26
12030,25432473,26
4317,13178022,26
2870,9453620,26
9136,21583754,26
3431,10595535,26
14571,30216642,26
7978,19999362,26
11775,24904543,26
4310,13161630,26
14484,30112591,25
16334,32645534,25
664,2419713,25
9732,22106000,25
15820,31971765,25
13004,27636249,25
13221,28087923,25
13021,27684163,25
10151,22474480,25
6511,17365886,25
16292,32614321,25
5143,15274811,25
10158,22485493,25
6597,17517884,25
1346,4952286,25
7686,19463488,25
7689,19474849,25
14465,30096135,25
2464,8396607,25
13700,28919813,25
6560,17479620,25
644,2361740,25
6530,17422762,25
14070,29527572,25
1330,4925162,25
115,483719,25
15298,31156067,25
4341,13244351,25
10480,22914896,25
13864,29218240,25
9902,22281771,25
8886,21361824,25
6992,18228891,25
1035,4114423,25
6026,16537438,25
12617,26820533,25
6041,16571013,25
3437,10619787,25
518,1990245,25
681,2455203,25
15489,31425985,25
138,554087,25
8630,21030189,25
18107,35594586,25
14244,29807119,25
12202,25869518,25
10638,23151112,25
17070,33670150,25
4305,13149701,25
14945,30719041,25
741,2666941,25
12715,27073460,25
5833,16325144,25
12721,27102235,25
11671,24735602,25
10736,23276365,25
6145,16724643,25
4239,13002903,25
15792,31932847,25
11873,25086426,25
13383,28396114,25
792,2979844,25
16132,32387744,25
12451,26406136,25
16178,32456567,25
9954,22309293,25
5896,16396968,25
2230,7666441,25
3352,10393715,25
346,1320949,25
16778,33202663,25
3274,10231730,25
12501,26513120,25
10667,23192429,25
13959,29365773,25
4502,13607214,25
10059,22380867,25
2928,9594130,25
14288,29885928,25
1055,4175175,25
9219,21657631,25
10055,22379706,25
8381,20732373,25
1052,4159322,25
12542,26643399,25
10057,22380110,25
11875,25109756,25
6831,17925643,25
7888,19812193,25
14226,29770000,25
15136,30959406,25
10948,23596660,25
12881,27426265,25
9361,21805386,25
10185,22515766,25
8051,20130879,25
13592,28747531,25
6704,17718689,25
1640,5685673,25
10622,23130778,25
7817,19704948,25
14204,29712474,25
10528,23003445,25
8412,20768463,25
15869,32048039,25
12319,26139733,25
5730,16218990,25
4019,12345871,25
5328,15638571,25
4702,14138294,25
13718,28945077,25
14998,30780162,25
227,895688,25
16030,32292918,25
16033,32293352,25
5038,15044738,25
16367,32668237,25
6360,17034026,25
5176,15348754,25
5173,15346081,25
7150,18526903,25
5049,15075409,25
10613,23115209,25
15001,30782666,25
4992,14956941,25
1141,4431324,25
2299,7887349,25
10395,22782237,25
4669,14044018,25
15128,30944560,25
4215,12924110,25
9220,21657937,25
5405,15762880,25
909,3493189,25
8471,20841566,25
17119,33723744,25
6908,18066578,25
4181,12856535,25
12786,27238472,25
