,listing_id,counts
13090,27836016,10
12127,25682733,10
18060,35495270,10
6718,17737799,10
17983,35325547,10
17934,35232141,10
19068,37795231,10
12364,26256771,10
5866,16364703,10
13682,28897745,10
11468,24418484,10
11463,24400691,10
9202,21640565,10
17598,34609492,10
13061,27764094,10
13677,28880908,10
18134,35651266,10
3848,11833863,10
5910,16406239,10
1312,4874977,10
9199,21638925,10
2301,7887532,10
7716,19533319,10
18247,35815835,10
17670,34747893,10
16497,32817336,10
19067,37793547,10
7772,19643421,10
16470,32771916,10
10464,22888670,10
18309,35918956,10
5002,14984233,10
6042,16572454,10
16467,32770704,10
10911,23546496,10
13206,28060729,10
16472,32772551,10
11311,24123867,10
5001,14984103,10
12143,25732590,10
9568,21968250,10
15779,31907967,10
1745,6022567,10
17342,34142839,10
14519,30151275,10
11304,24107914,10
17333,34106193,10
17324,34096641,10
162,653386,10
9664,22049625,10
13161,27971533,10
13214,28083005,10
10066,22390781,10
7794,19664927,10
15535,31503267,10
15460,31386257,9
11968,25297156,9
11962,25274243,9
9374,21828726,9
2715,9014897,9
8751,21179611,9
16864,33343790,9
2178,7455450,9
14025,29469911,9
12116,25639869,9
14023,29467466,9
17700,34807505,9
14033,29475493,9
16064,32327196,9
15024,30807437,9
14015,29463766,9
10519,22986280,9
16872,33351891,9
300,1117938,9
919,3547060,9
997,3966224,9
10520,22986587,9
8216,20442834,9
5106,15196327,9
7108,18435121,9
4948,14850974,9
15012,30801286,9
16876,33356661,9
15019,30803412,9
1977,6750819,9
15184,31010755,9
15177,31008318,9
14078,29535779,9
17696,34799235,9
12085,25535026,9
10529,23003671,9
15190,31018267,9
3036,9757653,9
16859,33326217,9
12214,25899924,9
980,3860614,9
14064,29522019,9
14661,30321398,9
4905,14730647,9
5216,15437668,9
969,3822253,9
16845,33316989,9
5162,15319653,9
14042,29490336,9
16827,33280196,9
1001,3994498,9
7988,20002176,9
14101,29575061,9
6623,17562392,9
16474,32774794,9
6033,16551650,9
16286,32601331,9
8491,20876708,9
16463,32769746,9
11330,24143010,9
14321,29927628,9
580,2151369,9
8485,20867523,9
17817,35047911,9
16438,32746669,9
6083,16636785,9
10932,23572135,9
6125,16693507,9
17804,35012494,9
18941,37457797,9
11375,24230302,9
14302,29904041,9
10863,23471291,9
17869,35119532,9
15521,31477466,9
789,2969216,9
11478,24434338,9
5835,16325544,9
16572,32925373,9
799,2998252,9
16582,32942493,9
18706,36846749,9
5760,16243223,9
11548,24560904,9
5745,16231124,9
6159,16739776,9
6558,17467956,9
10956,23601593,9
16325,32643556,9
2095,7179799,9
16335,32645648,9
14471,30100073,9
2098,7181300,9
6409,17137675,9
2822,9320852,9
11018,23677807,9
14444,30072781,9
14443,30072087,9
17847,35079389,9
8413,20768848,9
2831,9336840,9
692,2489741,9
17845,35078435,9
17841,35075977,9
10958,23604855,9
11153,23861029,9
6510,17353869,9
652,2387459,9
112,479333,9
17989,35332739,9
11198,23925601,9
18764,36984203,9
197,822376,9
15554,31540894,9
16409,32712187,9
16317,32642246,9
1552,5500546,9
15548,31524122,9
2077,7100136,9
5743,16224265,9
5741,16223333,9
5739,16221381,9
14158,29639082,9
2022,6876108,9
5520,15945768,9
14190,29691751,9
8277,20574197,9
14184,29682575,9
2021,6875616,9
15487,31423696,9
14174,29664284,9
18372,36046114,9
11795,24945953,9
5453,15857561,9
5450,15847444,9
17889,35146490,9
14615,30266042,9
16751,33173459,9
14203,29712213,9
16758,33179056,9
11846,25044498,9
16143,32406070,9
5364,15708832,9
1672,5786074,9
11908,25171463,9
5318,15624344,9
15032,30820082,9
373,1434853,9
16783,33210256,9
16786,33225712,9
2166,7407410,9
16125,32380961,9
15027,30808481,9
18969,37503649,9
16179,32457989,9
16613,32974520,9
16662,33039328,9
10825,23405558,9
15145,30968199,9
16236,32551256,9
6776,17847971,9
16234,32550853,9
5711,16198676,9
10812,23380923,9
11582,24612143,9
17773,34951073,9
15510,31458712,9
2926,9593432,9
16224,32527763,9
18179,35716855,9
18180,35716934,9
18129,35630924,9
16181,32458674,9
14228,29780008,9
14225,29769420,9
15153,30975862,9
5627,16101982,9
5618,16089909,9
16210,32502890,9
11651,24717095,9
10774,23330390,9
11661,24721917,9
5601,16071598,9
2035,6946138,9
16696,33101436,9
5578,16042658,9
16185,32473600,9
15445,31364682,9
7271,18708092,9
7587,19257750,9
17270,33976450,9
4014,12328466,9
12929,27512175,9
8092,20196550,9
1898,6482991,9
17922,35206111,9
4028,12371473,9
7613,19321075,9
13731,28969033,9
17188,33855524,9
9241,21673138,9
8102,20221249,9
12864,27409168,9
17624,34666695,9
17921,35205749,9
7592,19276230,9
17919,35200749,9
14786,30477551,9
15833,32000350,9
12940,27531277,9
15262,31095997,9
9212,21650223,9
3845,11829362,9
15376,31267430,9
13047,27735978,9
3872,11894377,9
3877,11910183,9
7693,19478775,9
14821,30511875,9
15690,31760115,9
17202,33882646,9
17249,33945605,9
15823,31985865,9
17231,33924474,9
9223,21665747,9
14815,30509064,9
17225,33915852,9
12957,27549576,9
12841,27344034,9
13751,28997081,9
17141,33758742,9
4314,13175290,9
496,1936710,9
15407,31300547,9
14753,30434295,9
9799,22179121,9
4294,13133527,9
3126,9927803,9
12677,26961944,9
4318,13181828,9
1205,4623088,9
17916,35198754,9
2348,8005745,9
13829,29136136,9
15901,32075236,9
15902,32075841,9
12637,26888053,9
12626,26847618,9
8860,21320532,9
7517,19122394,9
14782,30470461,9
12796,27258650,9
17627,34669029,9
7566,19217026,9
4150,12797603,9
4152,12798179,9
12812,27290620,9
17126,33730774,9
12798,27262379,9
17122,33725462,9
7518,19126386,9
18223,35774340,9
4216,12924221,9
1918,6562518,9
4226,12960447,9
10286,22635757,9
13798,29082491,9
13800,29084905,9
3833,11786495,9
8959,21429992,9
10348,22721309,9
2365,8107782,9
15324,31193110,9
9120,21567053,9
7913,19867823,9
3409,10534169,9
2266,7776141,9
9964,22312293,9
17469,34379545,9
3450,10658273,9
3454,10667010,9
17455,34345305,9
3467,10706238,9
3468,10708958,9
17453,34343807,9
13350,28321496,9
7884,19800757,9
15753,31847765,9
13323,28271671,9
14931,30700259,9
9944,22306637,9
17509,34433035,9
7955,19970598,9
14923,30694852,9
15313,31176866,9
13493,28574156,9
13516,28606627,9
9106,21554039,9
13475,28549972,9
17533,34479462,9
13525,28621323,9
7930,19916931,9
1835,6329042,9
13461,28525903,9
1435,5190228,9
17528,34460853,9
13438,28492765,9
18380,36059889,9
7937,19932538,9
2579,8703668,9
13300,28235876,9
17951,35274181,9
18253,35842074,9
10063,22389519,9
17585,34586282,9
3706,11421097,9
9181,21623211,9
13147,27945304,9
17321,34095465,9
13135,27919096,9
13652,28847065,9
7764,19626595,9
3192,10077874,9
3785,11639115,9
3787,11641571,9
17300,34047175,9
18466,36218892,9
18251,35830186,9
3812,11740113,9
17584,34584586,9
15288,31147593,9
17397,34246376,9
1868,6426903,9
15353,31240476,9
17384,34232187,9
13274,28206613,9
7834,19739815,9
3607,11105423,9
13260,28169521,9
18024,35425083,9
9007,21475702,9
8023,20058698,9
17351,34160563,9
18354,35985854,9
13623,28810634,9
15774,31892938,9
13200,28054096,9
3687,11364589,9
13187,28038280,9
7443,18983967,9
2809,9301921,9
525,2004964,9
1114,4335189,9
16332,32645307,9
10410,22805418,9
7357,18858291,9
13914,29295879,9
13910,29294158,9
4730,14188154,9
2666,8904944,9
15208,31036514,9
15003,30789400,9
15949,32152785,9
12456,26425133,9
8183,20398115,9
4766,14290909,9
10391,22779642,9
15944,32147573,9
12504,26533287,9
13895,29264793,9
4810,14360559,9
16984,33537418,9
10378,22755505,9
15958,32169388,9
12450,26402684,9
14723,30405580,9
7302,18760316,9
4642,13944676,9
15967,32172727,9
4635,13927200,9
2337,7990685,9
18283,35878984,9
8169,20365787,9
13933,29324794,9
9342,21787968,9
12425,26366687,9
4685,14092470,9
1096,4280443,9
14696,30375025,9
10457,22871718,9
4697,14124993,9
4603,13847287,9
521,1998982,9
12347,26214700,9
13946,29344885,9
10466,22889427,9
12342,26205758,9
7237,18655645,9
2430,8311265,9
1166,4513963,9
130,529300,9
4408,13404057,9
1064,4192903,9
17680,34769367,9
12600,26789202,9
13962,29368933,9
12584,26756021,9
1174,4532749,9
7400,18917007,9
8199,20426415,9
9360,21805346,9
16008,32243010,9
9290,21731188,9
2186,7468159,9
9363,21807680,9
15228,31058996,9
5986,16492398,8
13227,28093444,8
18270,35851546,8
17299,34046735,8
17674,34754031,8
6423,17176474,8
18062,35497142,8
17346,34156798,8
15282,31136117,8
14462,30093781,8
1469,5280543,8
17580,34580357,8
4889,14660121,8
18064,35498261,8
8520,20909552,8
12335,26171837,8
3683,11361254,8
11085,23775854,8
2380,8172598,8
18037,35437330,8
16434,32736031,8
1033,4106740,8
8470,20840383,8
6112,16677989,8
3643,11230809,8
3630,11193356,8
15443,31363979,8
6124,16692924,8
13449,28499537,8
16868,33350561,8
13199,28051628,8
17704,34818808,8
14036,29486592,8
18043,35445243,8
2887,9483557,8
15533,31501594,8
16491,32795853,8
17318,34091979,8
2818,9317613,8
9403,21841766,8
17794,34983153,8
13133,27915317,8
1562,5503920,8
13138,27932163,8
16939,33477093,8
15366,31246110,8
988,3907604,8
15180,31008602,8
1970,6737064,8
11064,23741755,8
6034,16553504,8
11405,24287908,8
990,3916276,8
5960,16461750,8
6437,17224940,8
14016,29464223,8
9399,21840690,8
18288,35883727,8
13182,28024830,8
12249,25990460,8
16344,32647105,8
4868,14580498,8
17338,34131702,8
3606,11105419,8
15542,31520063,8
8431,20786595,8
48,232812,8
15203,31028391,8
6289,16947771,8
12179,25814939,8
16386,32675325,8
4793,14342965,8
8767,21205009,8
16355,32648990,8
18408,36118865,8
16904,33406504,8
11195,23925248,8
4960,14876436,8
16398,32701161,8
17444,34319975,8
4799,14343155,8
1421,5152991,8
17443,34318766,8
1684,5826611,8
12196,25850021,8
6382,17096486,8
15189,31014249,8
3043,9777604,8
4944,14843347,8
17495,34414201,8
17511,34438538,8
13554,28668849,8
4945,14844502,8
17698,34799987,8
2309,7919907,8
15326,31196957,8
17478,34397873,8
17476,34394801,8
9114,21556816,8
9388,21832887,8
13268,28193886,8
4919,14766155,8
14446,30073823,8
9593,21989001,8
15453,31366700,8
12156,25782906,8
14361,29969029,8
15103,30920398,8
18448,36196428,8
3225,10125055,8
14358,29963721,8
3334,10363473,8
9588,21986635,8
1367,5000678,8
17819,35048324,8
3255,10190089,8
6175,16757512,8
4746,14240249,8
13337,28295999,8
2393,8213182,8
3353,10395341,8
3506,10814318,8
17426,34292404,8
3517,10841395,8
16873,33353433,8
3528,10885030,8
17569,34552804,8
17404,34258274,8
18009,35385067,8
3348,10389900,8
242,936302,8
6193,16784848,8
99,448006,8
17570,34559219,8
8677,21083027,8
18018,35390063,8
17286,34025814,8
11745,24846211,8
5249,15516535,8
5522,15946757,8
2414,8261854,8
12754,27169444,8
12751,27152816,8
13896,29264851,8
18014,35388146,8
16733,33145179,8
12743,27143075,8
5482,15902417,8
11751,24876804,8
12741,27142121,8
12739,27140874,8
17100,33697345,8
11758,24893637,8
4242,13011871,8
12724,27115213,8
4246,13032330,8
3136,9958180,8
18224,35775448,8
5236,15473495,8
3139,9959013,8
9245,21684282,8
2411,8258760,8
11669,24734623,8
281,1054730,8
1666,5775297,8
4136,12765759,8
11998,25365159,8
5199,15398119,8
12820,27311698,8
12502,26531647,8
12816,27298179,8
11686,24743176,8
5573,16033198,8
11700,24763357,8
12505,26534155,8
2421,8281791,8
16715,33124736,8
17712,34830477,8
12529,26607558,8
13929,29319546,8
18533,36377470,8
2970,9640893,8
1181,4559753,8
1191,4583745,8
14114,29595741,8
4366,13300658,8
17042,33621224,8
276,1012462,8
18190,35726032,8
5376,15724807,8
4261,13064725,8
4373,13306856,8
5353,15678969,8
11893,25140532,8
12618,26821779,8
5325,15636377,8
11907,25171137,8
18282,35878754,8
15413,31319250,8
18528,36360176,8
5410,15773831,8
13839,29160180,8
9282,21730134,8
17080,33687333,8
16994,33563163,8
17739,34868340,8
11950,25250762,8
12546,26649480,8
18512,36326275,8
5457,15860124,8
9428,21854247,8
1173,4526765,8
18048,35467698,8
18051,35468951,8
5296,15577699,8
17725,34843799,8
13859,29196021,8
9277,21718963,8
11831,25015185,8
11930,25219189,8
16818,33276697,8
18559,36465860,8
14082,29546533,8
14060,29519580,8
85,397285,8
18480,36250499,8
5799,16287180,8
16586,32944564,8
17776,34952172,8
2322,7955958,8
4606,13848532,8
11538,24535102,8
3903,11978646,8
12479,26476030,8
12063,25498746,8
8925,21397945,8
15382,31269956,8
16608,32972627,8
5747,16232549,8
12997,27609908,8
8922,21390572,8
18488,36280382,8
12420,26339372,8
8703,21114494,8
5826,16316389,8
13033,27709041,8
16858,33325709,8
14050,29502075,8
11449,24379597,8
777,2890297,8
15522,31483856,8
17261,33971574,8
17260,33971565,8
13680,28896818,8
5071,15117154,8
13681,28897664,8
15237,31067324,8
11470,24427589,8
977,3852488,8
15273,31113502,8
4630,13906860,8
13043,27730182,8
18478,36245901,8
12437,26380585,8
8789,21244002,8
16959,33500924,8
9239,21671865,8
15500,31449918,8
12029,25431650,8
16659,33028547,8
4078,12552038,8
11622,24677681,8
15497,31447781,8
11628,24679601,8
4093,12614019,8
3014,9718281,8
12018,25410164,8
283,1057843,8
5632,16112794,8
12858,27392363,8
13745,28991835,8
16678,33074833,8
17709,34826473,8
16887,33378364,8
5148,15289611,8
11608,24657668,8
15513,31474517,8
5146,15279623,8
14253,29828933,8
1283,4813211,8
12967,27555583,8
1274,4788035,8
16962,33501957,8
12953,27547558,8
8911,21384724,8
1896,6481935,8
15176,31008101,8
17654,34724378,8
17197,33870172,8
4021,12348373,8
18567,36490248,8
16969,33509060,8
15147,30969060,8
15390,31291717,8
11590,24635188,8
4878,14633113,8
17548,34513521,8
15992,32214120,8
6602,17531428,8
6579,17499580,8
1727,5959919,8
10263,22605177,8
7528,19146768,8
2219,7638276,8
15878,32049973,8
15582,31570244,8
10291,22639074,8
2218,7638256,8
14518,30140621,8
10309,22672178,8
15584,31571744,8
9809,22183766,8
7497,19087505,8
6606,17532001,8
14747,30429413,8
7477,19057663,8
15900,32074026,8
14995,30779046,8
17974,35318632,8
18786,37022838,8
10364,22736872,8
8151,20318875,8
1732,5974872,8
7567,19217982,8
14787,30478700,8
10061,22383095,8
2305,7901597,8
18090,35555309,8
15694,31760751,8
10104,22425452,8
15691,31760273,8
10136,22467815,8
14822,30512569,8
2283,7829080,8
15816,31965770,8
10976,23630918,8
17933,35231652,8
2618,8788289,8
8081,20164982,8
14982,30756802,8
14976,30752704,8
14497,30130610,8
2304,7901595,8
8094,20197634,8
394,1547045,8
16308,32619994,8
191,788420,8
1569,5530844,8
14790,30481564,8
10211,22549560,8
14503,30133220,8
7377,18896276,8
15948,32152140,8
8156,20333917,8
15035,30823307,8
9742,22114106,8
14649,30302004,8
7033,18297631,8
10629,23135326,8
10630,23135790,8
10646,23168084,8
10650,23172244,8
14638,30296927,8
6732,17767642,8
16133,32388013,8
16139,32392660,8
18320,35944494,8
15960,32170777,8
15621,31626911,8
2763,9156174,8
366,1394156,8
16151,32424041,8
10723,23261397,8
17883,35136627,8
15039,30825058,8
16171,32450231,8
2748,9108585,8
9696,22072741,8
18779,37018509,8
7076,18366481,8
564,2124756,8
9746,22124130,8
18112,35613035,8
356,1352955,8
15965,32172103,8
6658,17626321,8
14703,30378796,8
1735,5982863,8
9771,22153795,8
8172,20371983,8
14694,30371643,8
10472,22908886,8
10473,22909391,8
15650,31677804,8
15989,32202687,8
18805,37064464,8
7180,18572155,8
10540,23011076,8
16042,32296086,8
10543,23022865,8
1573,5538880,8
1659,5751122,8
7125,18474987,8
7112,18451719,8
17896,35168448,8
2176,7440879,8
8024,20059475,8
2659,8874199,8
6496,17334758,8
7788,19650526,8
18880,37236958,8
10010,22344095,8
1764,6094614,8
10011,22344349,8
15701,31764414,8
11033,23707502,8
2587,8719532,8
7822,19709924,8
15085,30908769,8
7811,19700663,8
17945,35265219,8
14865,30546815,8
9868,22238995,8
6469,17275223,8
17961,35294118,8
15721,31807717,8
9926,22295214,8
14876,30567225,8
2103,7206095,8
15569,31548625,8
18864,37203389,8
17960,35293184,8
7901,19834859,8
7912,19866225,8
17958,35290644,8
7998,20017949,8
18334,35964199,8
7878,19790660,8
17849,35093888,8
2564,8660343,8
7869,19773163,8
16329,32644693,8
9891,22265746,8
7981,20000040,8
7958,19972314,8
19101,37897211,8
447,1774105,8
11736,24832560,7
17897,35168852,7
5603,16072742,7
11658,24720067,7
836,3159785,7
3383,10478071,7
3034,9742120,7
16875,33355708,7
15641,31658112,7
7149,18521865,7
4952,14860484,7
202,834720,7
12178,25813598,7
18076,35521852,7
9072,21519782,7
10534,23005834,7
7173,18569143,7
18287,35883701,7
4932,14810421,7
4931,14807785,7
12201,25869306,7
9754,22133083,7
12205,25877536,7
4991,14956800,7
18266,35848683,7
3046,9778692,7
3362,10437678,7
15637,31653903,7
7052,18333103,7
14063,29521785,7
16095,32347795,7
16089,32344273,7
13454,28507764,7
1988,6783284,7
12073,25521049,7
2031,6926744,7
14656,30308698,7
2033,6942448,7
18973,37514306,7
16082,32341502,7
15728,31813252,7
5592,16056082,7
16070,32339160,7
16863,33341793,7
12110,25633606,7
11667,24726140,7
8723,21153628,7
14026,29470420,7
13432,28478473,7
5599,16070192,7
18878,37229591,7
12215,25916629,7
1504,5384967,7
15441,31362128,7
4839,14491459,7
13966,29376983,7
5642,16123816,7
9359,21805185,7
533,2021375,7
3413,10549304,7
18810,37075963,7
4790,14342273,7
16674,33055187,7
18594,36553028,7
3068,9827304,7
4852,14541895,7
18593,36548863,7
15988,32201288,7
3071,9828528,7
14692,30363215,7
11631,24683670,7
7906,19863552,7
12332,26168299,7
9349,21791978,7
15210,31042028,7
17546,34512246,7
8756,21181435,7
4863,14563003,7
15459,31378226,7
8749,21178832,7
15447,31364728,7
13503,28589827,7
4910,14737852,7
18111,35605282,7
10523,22989064,7
1744,6022065,7
543,2046678,7
1969,6735585,7
13985,29404731,7
8301,20596799,7
7193,18591808,7
1057,4175571,7
16011,32245986,7
17900,35169442,7
12233,25953937,7
6838,17944503,7
2938,9597361,7
1041,4137549,7
15197,31025130,7
2518,8530723,7
3051,9796707,7
10503,22961990,7
17881,35132616,7
9919,22293888,7
6898,18040387,7
18419,36131217,7
16748,33171488,7
3291,10255754,7
14613,30264921,7
14918,30691940,7
17551,34514960,7
11822,24980176,7
10703,23230050,7
8653,21061917,7
307,1145231,7
16754,33175413,7
14155,29637843,7
6936,18114887,7
5428,15807323,7
883,3395496,7
11838,25025734,7
11724,24796809,7
11839,25026158,7
2968,9638569,7
9445,21868035,7
5377,15732247,7
15316,31178545,7
8665,21071741,7
15483,31420511,7
18187,35720923,7
14138,29632425,7
5479,15893692,7
861,3273212,7
62,277605,7
5505,15940295,7
14191,29697684,7
11750,24876118,7
15617,31626043,7
13501,28588843,7
14197,29707809,7
2150,7370200,7
15492,31443340,7
10724,23262001,7
17737,34862388,7
11782,24919625,7
15715,31778084,7
11790,24937126,7
18674,36745104,7
2447,8357152,7
7969,19985498,7
875,3348273,7
18675,36745465,7
8640,21049264,7
6934,18113422,7
6888,18024246,7
16175,32453036,7
18056,35479125,7
120,492071,7
14639,30297440,7
18186,35720905,7
15711,31774679,7
16794,33234361,7
2292,7861707,7
4721,14169849,7
18648,36684817,7
9424,21853382,7
16807,33256381,7
18644,36676815,7
5195,15396026,7
10654,23173942,7
3008,9711086,7
9418,21853065,7
2726,9047290,7
14912,30679051,7
5551,15992084,7
14208,29720694,7
13468,28546440,7
14644,30299399,7
7030,18295108,7
16102,32363953,7
1793,6170604,7
18398,36087225,7
16775,33200848,7
14589,30236385,7
11713,24783817,7
18008,35384587,7
8669,21073188,7
8674,21081913,7
8675,21082407,7
9434,21855625,7
18396,36085682,7
11910,25178801,7
16129,32385603,7
5307,15597793,7
13479,28559267,7
411,1630611,7
5303,15592369,7
11931,25220960,7
14108,29580313,7
5297,15586366,7
14637,30296705,7
14924,30696126,7
18397,36086156,7
5286,15556885,7
16789,33229515,7
18661,36714711,7
12336,26177220,7
3209,10103535,7
15980,32192492,7
15835,32002283,7
13239,28118785,7
14794,30483067,7
17189,33859067,7
4049,12441359,7
18495,36285752,7
4033,12386648,7
442,1759694,7
1266,4777032,7
18070,35504580,7
1356,4986888,7
14978,30754242,7
4010,12299668,7
17182,33839215,7
18044,35450041,7
9828,22197913,7
14862,30546077,7
3646,11241639,7
9831,22199373,7
3995,12256090,7
8080,20164721,7
3163,9994622,7
17602,34611574,7
3978,12212717,7
15832,32000278,7
12897,27443619,7
15850,32025681,7
3967,12181282,7
13757,29011860,7
12797,27261319,7
15867,32046959,7
13773,29039120,7
4159,12814218,7
18450,36202941,7
14779,30469495,7
18830,37106681,7
15354,31240522,7
4149,12797012,7
12824,27316141,7
12825,27316994,7
3611,11124106,7
12876,27417417,7
9810,22192149,7
7581,19252771,7
17153,33783396,7
4113,12681009,7
13257,28164345,7
3628,11192596,7
17165,33809416,7
17172,33813646,7
18501,36291191,7
13248,28140329,7
7820,19707390,7
18232,35784340,7
17218,33901186,7
18046,35467169,7
14852,30541943,7
18468,36220560,7
7714,19532243,7
15809,31962611,7
13081,27811654,7
7719,19535917,7
2363,8106437,7
17275,34001759,7
2242,7683840,7
17280,34009451,7
17283,34024730,7
3678,11342862,7
13105,27876622,7
13674,28879284,7
15695,31760823,7
13194,28042390,7
14844,30535893,7
17595,34605922,7
1319,4896250,7
17319,34092691,7
3751,11516004,7
15794,31933546,7
15365,31245990,7
18459,36215154,7
3203,10091303,7
18856,37187688,7
19059,37779651,7
3653,11261017,7
3898,11955692,7
3657,11264021,7
3952,12142400,7
7661,19418656,7
10156,22484388,7
3933,12094513,7
17233,33924982,7
18352,35984507,7
1294,4833132,7
17241,33942985,7
3905,11991523,7
15821,31972794,7
3887,11931678,7
10123,22452259,7
13694,28916542,7
19036,37693987,7
13027,27699733,7
13030,27705628,7
18458,36213849,7
13032,27707183,7
7780,19644167,7
3178,10039033,7
7777,19643997,7
17255,33957040,7
8956,21429053,7
7549,19187114,7
1227,4674988,7
18586,36531230,7
12503,26532918,7
8792,21245371,7
15955,32168841,7
12473,26452694,7
8795,21246334,7
3100,9882026,7
16978,33534827,7
4537,13702781,7
8001,20020068,7
15947,32150371,7
3102,9885175,7
8812,21257651,7
15740,31835347,7
18103,35587680,7
1731,5972039,7
16982,33535189,7
16987,33559148,7
13888,29261818,7
7388,18904256,7
12528,26588293,7
16997,33564944,7
12548,26669478,7
13879,29239464,7
10367,22739404,7
12556,26679619,7
4596,13831387,7
16958,33500592,7
9305,21742886,7
4662,14016689,7
12351,26236210,7
12352,26237324,7
17672,34752373,7
3444,10641072,7
4694,14111198,7
420,1665679,7
17904,35174781,7
10065,22390618,7
16942,33479799,7
13366,28354955,7
12380,26282054,7
12384,26283552,7
15219,31045877,7
170,682045,7
16945,33480736,7
15216,31044965,7
7335,18826857,7
13926,29317050,7
2569,8678953,7
13925,29316691,7
12427,26368321,7
17659,34726041,7
18214,35769261,7
1122,4372405,7
1178,4549395,7
8822,21281420,7
18047,35467175,7
4263,13065716,7
17955,35288155,7
18997,37574190,7
17400,34255291,7
1199,4614036,7
12698,27043885,7
7511,19104280,7
10296,22642327,7
17081,33687500,7
13807,29101609,7
15405,31298330,7
17086,33688860,7
10295,22641161,7
4300,13142319,7
17089,33690522,7
17092,33692103,7
1372,5014557,7
1630,5673008,7
17577,34577039,7
1219,4662663,7
12733,27124196,7
1221,4664739,7
7835,19740331,7
15876,32049812,7
18093,35559758,7
15245,31078560,7
15885,32050977,7
9984,22327761,7
14988,30772011,7
9302,21741785,7
17018,33594043,7
1401,5094885,7
9295,21739621,7
17026,33600158,7
15926,32107034,7
15665,31701152,7
8843,21297941,7
14877,30568122,7
14993,30776642,7
4375,13319562,7
10335,22705444,7
3554,10952658,7
7462,19039135,7
9992,22329978,7
15241,31075057,7
15896,32071773,7
4322,13194642,7
7481,19062248,7
12669,26935560,7
1612,5611098,7
15295,31152754,7
15293,31152113,7
12676,26959297,7
313,1168019,7
14466,30098294,7
9553,21953805,7
16626,32992698,7
16517,32847108,7
18162,35689308,7
18066,35499315,7
11508,24480801,7
5931,16419628,7
2481,8428576,7
8405,20761928,7
14436,30059022,7
15512,31473299,7
619,2263264,7
16483,32792578,7
11574,24608855,7
2880,9477078,7
5812,16301220,7
15567,31547965,7
6240,16861382,7
17850,35094239,7
2882,9478550,7
14450,30075660,7
14575,30231495,7
6164,16743251,7
10905,23532343,7
5686,16178608,7
6630,17575012,7
5898,16397226,7
779,2898554,7
14426,30044379,7
6638,17592414,7
10997,23653025,7
11144,23845383,7
16251,32561004,7
6691,17687180,7
9534,21940479,7
738,2638458,7
6800,17882714,7
6575,17499155,7
16392,32697162,7
11141,23844642,7
2122,7267958,7
2845,9375117,7
17822,35053198,7
6770,17831686,7
14348,29951880,7
17829,35067655,7
6389,17102112,7
2105,7207458,7
18174,35702618,7
8445,20803128,7
11162,23870278,7
16587,32944594,7
15140,30964066,7
16407,32711951,7
8512,20902039,7
19108,37914365,7
6664,17655065,7
11387,24252865,7
6736,17770504,7
2830,9336217,7
5994,16499767,7
2828,9334129,7
8511,20897210,7
18719,36868014,7
10844,23439106,7
6004,16507437,7
11514,24480974,7
15142,30965821,7
10848,23440395,7
17981,35324591,7
15555,31541216,7
15530,31499658,7
11562,24580281,7
8409,20765272,7
14480,30111480,7
5951,16452825,7
6749,17786110,7
5796,16278561,7
6399,17123439,7
14481,30111986,7
14290,29888079,7
17877,35130342,7
18727,36887249,7
6678,17671341,7
6393,17107628,7
2068,7075577,7
16376,32670282,7
15100,30913675,7
16337,32645882,7
17996,35351693,7
16460,32767375,7
6050,16587251,7
11279,24045690,7
10795,23359256,7
16293,32615217,7
1535,5480926,7
15082,30896160,7
5859,16353421,7
2806,9287540,7
16223,32527139,7
14326,29930576,7
6092,16648345,7
14467,30098301,7
17765,34924915,7
14475,30109523,7
5839,16327705,7
2325,7958385,7
6433,17212131,7
11320,24138887,7
6120,16681716,7
16333,32645435,7
16437,32745921,7
10857,23458372,7
15113,30938173,7
6265,16897989,7
2841,9369608,7
5653,16136993,7
8347,20670282,7
11071,23757231,7
9097,21549616,7
16214,32505871,7
16556,32907077,6
14819,30511311,6
621,2274415,6
13132,27913208,6
5958,16458538,6
1962,6716122,6
11206,23931198,6
2601,8743542,6
15204,31029379,6
4996,14968098,6
4762,14284596,6
18085,35549316,6
13702,28921641,6
2335,7989245,6
8187,20411597,6
6233,16852242,6
7258,18679940,6
528,2012112,6
12292,26095011,6
15638,31654859,6
3917,12026593,6
1888,6453619,6
15805,31958129,6
16505,32826219,6
10567,23049576,6
16545,32898989,6
3916,12012249,6
12293,26106732,6
8351,20681484,6
16905,33407351,6
4698,14127617,6
16408,32711964,6
18767,36986447,6
17217,33892389,6
15369,31260124,6
2360,8072716,6
16493,32798564,6
1544,5499473,6
2552,8619716,6
8358,20695841,6
3742,11499229,6
3983,12231551,6
4695,14112295,6
12359,26240169,6
17790,34980699,6
10170,22496021,6
16935,33461310,6
11401,24271716,6
16919,33435781,6
15269,31107593,6
18388,36076708,6
1477,5299071,6
991,3918737,6
14669,30325275,6
16908,33411730,6
13649,28845556,6
12991,27594470,6
14389,29997017,6
5032,15033460,6
17789,34978899,6
1327,4919647,6
17675,34754246,6
3744,11499519,6
15062,30855975,6
18814,37082283,6
2853,9396873,6
16915,33432398,6
3747,11514456,6
12281,26085495,6
16400,32702831,6
13051,27740319,6
1596,5582222,6
14832,30514761,6
11441,24356997,6
14001,29441972,6
10872,23487468,6
16522,32850111,6
17899,35169202,6
2905,9536351,6
11433,24337715,6
7694,19479318,6
